Iteration,IDS Time (seconds),IDS Memory (MB),BBFS Time (seconds),BBFS Memory (MB)
1,4.5299530029296875e-06,0.0,1.8596649169921875e-05,3.2e-05
2,1.6689300537109375e-06,0.0,0.06248307228088379,0.0
3,1.4543533325195312e-05,0.0,0.04609966278076172,6.4e-05
4,2.3126602172851562e-05,0.0,0.04539322853088379,0.003228
5,1.0967254638671875e-05,0.0,0.04529857635498047,0.0
6,1.0013580322265625e-05,0.0,0.045476675033569336,6.4e-05
7,9.298324584960938e-06,0.0,0.04636740684509277,0.005586
8,9.5367431640625e-06,0.0,0.04369354248046875,0.0
9,1.049041748046875e-05,0.0,0.04675745964050293,6.4e-05
10,8.344650268554688e-06,0.0,0.04151773452758789,0.005678
11,1.1444091796875e-05,0.0,0.04389691352844238,0.00024
12,1.2159347534179688e-05,0.0,0.041852712631225586,0.000192
13,1.1682510375976562e-05,0.0,0.04282569885253906,0.001499
14,1.1682510375976562e-05,0.0,0.04138922691345215,6.4e-05
15,9.059906005859375e-06,0.0,0.0391240119934082,6.4e-05
16,9.5367431640625e-06,0.0,0.03941178321838379,0.003228
17,1.0967254638671875e-05,0.0,0.04250144958496094,0.0
18,1.1205673217773438e-05,0.0,0.04027533531188965,6.4e-05
19,8.821487426757812e-06,0.0,0.043057918548583984,0.005589
20,1.2636184692382812e-05,0.0,0.04436302185058594,0.0
21,9.298324584960938e-06,0.0,0.041684627532958984,6.4e-05
22,8.58306884765625e-06,0.0,0.0417637825012207,0.005682
23,1.4543533325195312e-05,0.0,0.05112171173095703,0.00024
24,1.1920928955078125e-05,0.0,0.04573249816894531,0.0
25,1.049041748046875e-05,0.0,0.04281353950500488,6.4e-05
26,8.344650268554688e-06,0.0,0.04444599151611328,0.00592
27,1.1205673217773438e-05,0.0,0.04495429992675781,0.001106
28,1.1682510375976562e-05,0.0,0.04349064826965332,6.4e-05
29,1.0013580322265625e-05,0.0,0.04274272918701172,6.4e-05
30,9.5367431640625e-06,0.0,0.04572486877441406,0.001922
31,1.2874603271484375e-05,0.0,0.04757881164550781,6.4e-05
32,1.049041748046875e-05,0.0,0.04477500915527344,6.4e-05
33,1.1205673217773438e-05,0.0,0.04495954513549805,0.001499
34,1.2159347534179688e-05,0.0,0.0452730655670166,6.4e-05
35,7.3909759521484375e-06,0.0,0.04350423812866211,6.4e-05
36,9.059906005859375e-06,0.0,0.04603147506713867,0.00024
37,3.0517578125e-05,3.2e-05,1.239776611328125e-05,3.2e-05
38,0.000278472900390625,3.2e-05,9.679794311523438e-05,6.4e-05
39,0.001519918441772461,0.000192,0.0003020763397216797,0.001145
40,0.0005705356597900391,3.2e-05,0.0003027915954589844,6.4e-05
41,0.0008311271667480469,6.4e-05,0.0002872943878173828,9.6e-05
42,9.942054748535156e-05,3.2e-05,6.604194641113281e-05,3.2e-05
43,4.220008850097656e-05,3.2e-05,3.4332275390625e-05,3.2e-05
44,0.0003173351287841797,3.2e-05,0.00014662742614746094,6.4e-05
45,0.0001239776611328125,3.2e-05,0.00011754035949707031,3.2e-05
46,0.003117084503173828,6.4e-05,0.00054168701171875,9.6e-05
47,0.0005021095275878906,6.4e-05,0.0002372264862060547,9.6e-05
48,0.004749298095703125,6.4e-05,0.0005555152893066406,0.000128
49,0.018641233444213867,0.000128,0.0010612010955810547,9.6e-05
50,2.384185791015625e-06,0.0,0.04457259178161621,0.006969
51,0.004783153533935547,0.000937,0.0005159378051757812,0.000128
52,2.384185791015625e-06,0.0,0.04342055320739746,6.4e-05
53,0.3749425411224365,0.001266,0.0022580623626708984,0.001154
54,0.04740309715270996,0.000988,0.0016632080078125,0.000619
55,0.04685068130493164,0.000875,0.0013208389282226562,0.000706
56,0.012649059295654297,0.000128,0.0010187625885009766,0.000128
57,0.5855839252471924,0.001076,0.0016794204711914062,0.000651
58,0.06740617752075195,0.000816,0.0015578269958496094,0.000619
59,0.23679161071777344,0.001076,0.0016336441040039062,0.000706
60,0.06949496269226074,0.000926,0.0014865398406982422,0.000674
61,0.0295257568359375,0.000128,0.0011565685272216797,0.00016
62,0.012739181518554688,0.000988,0.0010192394256591797,0.000619
63,5.7220458984375e-05,3.2e-05,4.1484832763671875e-05,3.2e-05
64,0.0016951560974121094,6.4e-05,0.0003476142883300781,9.6e-05
65,0.5511622428894043,0.001014,0.0016562938690185547,0.000651
66,0.5485482215881348,0.001021,0.0017101764678955078,0.000651
67,0.001982450485229492,6.4e-05,0.0003705024719238281,9.6e-05
68,0.0010426044464111328,6.4e-05,0.00022792816162109375,9.6e-05
69,0.001024007797241211,6.4e-05,0.0002243518829345703,9.6e-05
70,0.0005257129669189453,6.4e-05,0.00019550323486328125,9.6e-05
71,1.6689300537109375e-06,0.0,0.043523311614990234,6.4e-05
72,0.0003445148468017578,3.2e-05,0.00010466575622558594,6.4e-05
73,6.9141387939453125e-06,3.2e-05,7.152557373046875e-06,3.2e-05
74,0.0007960796356201172,6.4e-05,0.00026869773864746094,9.6e-05
75,9.775161743164062e-05,3.2e-05,6.246566772460938e-05,3.2e-05
76,0.00034236907958984375,3.2e-05,0.00016450881958007812,6.4e-05
77,3.504753112792969e-05,3.2e-05,3.4809112548828125e-05,3.2e-05
78,9.632110595703125e-05,3.2e-05,6.151199340820312e-05,3.2e-05
79,0.00013017654418945312,3.2e-05,0.00011873245239257812,3.2e-05
80,3.743171691894531e-05,3.2e-05,3.528594970703125e-05,3.2e-05
81,0.002839803695678711,6.4e-05,0.0006055831909179688,9.6e-05
82,3.933906555175781e-05,3.2e-05,3.4809112548828125e-05,3.2e-05
83,0.0028574466705322266,6.4e-05,0.0006618499755859375,9.6e-05
84,0.011438131332397461,0.0093,0.001340627670288086,0.000256
85,3.337860107421875e-06,0.0,0.045616865158081055,0.001161
86,0.002909421920776367,6.4e-05,0.00044465065002441406,9.6e-05
87,1.9073486328125e-06,0.0,0.04500699043273926,6.4e-05
88,0.2475874423980713,0.001147,0.0020987987518310547,0.001154
89,0.029714345932006836,0.000128,0.001558065414428711,0.00016
90,0.030211687088012695,0.000933,0.0012996196746826172,0.000706
91,0.00789189338684082,0.000128,0.0010380744934082031,0.000128
92,0.3711864948272705,0.001186,0.0017197132110595703,0.000706
93,0.04333305358886719,0.000988,0.0014889240264892578,0.000706
94,0.14805889129638672,0.001038,0.001730203628540039,0.000651
95,0.04265785217285156,0.002854,0.0012958049774169922,0.000256
96,0.01894855499267578,0.000128,0.0011050701141357422,9.6e-05
97,0.007865667343139648,0.000128,0.0009839534759521484,0.000128
98,0.0001266002655029297,3.2e-05,6.604194641113281e-05,3.2e-05
99,0.0017442703247070312,6.4e-05,0.00039696693420410156,9.6e-05
100,0.35392141342163086,0.001124,0.0016739368438720703,0.000651
101,0.34596967697143555,0.001021,0.0016963481903076172,0.000651
102,0.00045371055603027344,3.2e-05,0.00018143653869628906,6.4e-05
103,0.00016188621520996094,3.2e-05,9.274482727050781e-05,3.2e-05
104,0.00015544891357421875,3.2e-05,8.988380432128906e-05,3.2e-05
105,0.00024819374084472656,3.2e-05,9.179115295410156e-05,6.4e-05
106,1.9073486328125e-06,0.0,0.04255867004394531,6.4e-05
107,0.0011181831359863281,6.4e-05,0.0003197193145751953,9.6e-05
108,0.0005223751068115234,6.4e-05,0.00023055076599121094,9.6e-05
109,6.198883056640625e-06,3.2e-05,5.9604644775390625e-06,3.2e-05
110,0.0019428730010986328,6.4e-05,0.00041103363037109375,9.6e-05
111,3.7670135498046875e-05,3.2e-05,3.62396240234375e-05,3.2e-05
112,0.0010280609130859375,0.000242,0.00030517578125,0.000696
113,0.0019483566284179688,6.4e-05,0.0004057884216308594,9.6e-05
114,9.942054748535156e-05,3.2e-05,6.413459777832031e-05,3.2e-05
115,0.00023436546325683594,3.2e-05,0.00014257431030273438,6.4e-05
116,0.0006008148193359375,6.4e-05,0.00024962425231933594,9.6e-05
117,0.00032973289489746094,3.2e-05,0.0001399517059326172,6.4e-05
118,0.00039649009704589844,3.2e-05,0.00020551681518554688,6.4e-05
119,0.0015456676483154297,6.4e-05,0.00038170814514160156,9.6e-05
120,1.6689300537109375e-06,0.0,0.04241371154785156,0.016395
121,0.0002033710479736328,3.2e-05,0.00010037422180175781,3.2e-05
122,2.384185791015625e-06,0.0,0.04404735565185547,0.00024
123,0.10988664627075195,0.001556,0.0021631717681884766,0.001314
124,0.01041269302368164,0.000128,0.0013127326965332031,0.000128
125,0.010137319564819336,0.000128,0.0009441375732421875,0.000128
126,0.0018575191497802734,6.4e-05,0.0004487037658691406,9.6e-05
127,0.09536933898925781,0.001067,0.0015437602996826172,0.000674
128,0.009036064147949219,0.000128,0.0009729862213134766,0.000128
129,0.03812670707702637,0.000988,0.001279592514038086,0.000706
130,0.00899505615234375,0.000128,0.0008611679077148438,0.000128
131,0.0029015541076660156,6.4e-05,0.0005648136138916016,9.6e-05
132,0.001697540283203125,6.4e-05,0.0004405975341796875,9.6e-05
133,0.0005095005035400391,6.4e-05,0.0002243518829345703,9.6e-05
134,0.00027251243591308594,3.2e-05,0.0001914501190185547,6.4e-05
135,0.09170866012573242,0.000926,0.001524209976196289,0.000674
136,0.09206295013427734,0.000933,0.0014920234680175781,0.000674
137,5.91278076171875e-05,3.2e-05,4.2438507080078125e-05,3.2e-05
138,0.00012564659118652344,3.2e-05,0.0001270771026611328,3.2e-05
139,0.0007145404815673828,6.4e-05,0.0002484321594238281,9.6e-05
140,0.0014209747314453125,6.4e-05,0.00032830238342285156,9.6e-05
141,1.430511474609375e-06,0.0,0.04528021812438965,6.4e-05
142,0.0002911090850830078,3.2e-05,0.00010776519775390625,6.4e-05
143,9.965896606445312e-05,3.2e-05,6.389617919921875e-05,3.2e-05
144,0.0015370845794677734,6.4e-05,0.000377655029296875,9.6e-05
145,7.152557373046875e-06,3.2e-05,6.198883056640625e-06,3.2e-05
146,0.0008120536804199219,6.4e-05,0.00035858154296875,9.6e-05
147,3.457069396972656e-05,3.2e-05,3.337860107421875e-05,3.2e-05
148,9.894371032714844e-05,3.2e-05,5.936622619628906e-05,3.2e-05
149,0.00042510032653808594,6.4e-05,0.00017523765563964844,9.6e-05
150,0.00021123886108398438,3.2e-05,9.059906005859375e-05,6.4e-05
151,0.004390239715576172,0.000128,0.0005650520324707031,0.000128
152,0.00021028518676757812,3.2e-05,9.226799011230469e-05,6.4e-05
153,0.00448155403137207,0.000128,0.0006871223449707031,0.000128
154,0.01762700080871582,0.002198,0.0012347698211669922,0.001042
155,3.814697265625e-06,0.0,0.04275202751159668,6.4e-05
156,0.004400968551635742,0.000128,0.0005474090576171875,0.000128
157,2.1457672119140625e-06,0.0,0.04135417938232422,6.4e-05
158,0.38523149490356445,0.001266,0.0019116401672363281,0.001218
159,0.044101715087890625,0.000878,0.0015761852264404297,0.000619
160,0.04424476623535156,0.000988,0.0013892650604248047,0.000674
161,0.011918783187866211,0.000128,0.0009775161743164062,9.6e-05
162,0.5644176006317139,0.001069,0.0015168190002441406,0.000738
163,0.06676054000854492,0.000933,0.0014064311981201172,0.000674
164,0.23673677444458008,0.001069,0.0014662742614746094,0.000706
165,0.06731557846069336,0.000926,0.0013158321380615234,0.000674
166,0.028356552124023438,0.000128,0.0012857913970947266,0.00016
167,0.011925220489501953,0.000128,0.0009524822235107422,0.003275
168,0.0001475811004638672,3.2e-05,7.224082946777344e-05,3.2e-05
169,0.002650737762451172,0.000729,0.0009365081787109375,0.000128
170,0.5569775104522705,0.001131,0.0015187263488769531,0.000738
171,0.5476722717285156,0.001014,0.001527547836303711,0.000683
172,0.000946044921875,6.4e-05,0.00030875205993652344,9.6e-05
173,0.0004601478576660156,6.4e-05,0.0001735687255859375,9.6e-05
174,0.0001246929168701172,3.2e-05,0.00011873245239257812,3.2e-05
175,3.552436828613281e-05,3.2e-05,3.4332275390625e-05,3.2e-05
176,1.430511474609375e-06,0.0,0.04827570915222168,6.4e-05
177,0.0008485317230224609,6.4e-05,0.0003235340118408203,9.6e-05
178,0.00036597251892089844,3.2e-05,0.00016808509826660156,6.4e-05
179,4.00543212890625e-05,3.2e-05,3.981590270996094e-05,3.2e-05
180,0.0014417171478271484,6.4e-05,0.0003592967987060547,9.6e-05
181,1.049041748046875e-05,3.2e-05,6.4373016357421875e-06,3.2e-05
182,0.00075531005859375,6.4e-05,0.00031566619873046875,9.6e-05
183,0.0014553070068359375,6.4e-05,0.00034356117248535156,9.6e-05
184,4.506111145019531e-05,3.2e-05,3.600120544433594e-05,3.2e-05
185,0.00012826919555664062,3.2e-05,0.00011968612670898438,3.2e-05
186,0.0004210472106933594,3.2e-05,0.00017952919006347656,6.4e-05
187,0.0005640983581542969,6.4e-05,0.000225067138671875,9.6e-05
188,0.0004324913024902344,3.2e-05,0.0001983642578125,6.4e-05
189,0.0025157928466796875,6.4e-05,0.0006103515625,9.6e-05
190,1.9073486328125e-06,0.0,0.0475926399230957,0.001161
191,0.0008046627044677734,3.2e-05,0.00021004676818847656,6.4e-05
192,5.7220458984375e-06,0.0,0.06872200965881348,6.4e-05
193,0.12074446678161621,0.001092,0.0020608901977539062,0.001122
194,0.011234760284423828,0.000128,0.0014531612396240234,0.000128
195,0.011137247085571289,0.000128,0.0011277198791503906,0.000128
196,0.0020008087158203125,6.4e-05,0.0005216598510742188,9.6e-05
197,0.11648011207580566,0.001005,0.0017642974853515625,0.000674
198,0.017827749252319336,0.000128,0.0010476112365722656,9.6e-05
199,0.04850459098815918,0.000871,0.0014355182647705078,0.000674
200,0.012330293655395508,0.000128,0.0010502338409423828,9.6e-05
201,0.004355192184448242,6.4e-05,0.0006058216094970703,0.000128
202,0.0019788742065429688,6.4e-05,0.0004832744598388672,9.6e-05
203,0.0003237724304199219,3.2e-05,0.0002009868621826172,6.4e-05
204,0.00015354156494140625,3.2e-05,0.0001671314239501953,3.2e-05
205,0.11649298667907715,0.001067,0.001523733139038086,0.000674
206,0.11421322822570801,0.000926,0.0014660358428955078,0.000674
207,0.00011992454528808594,3.2e-05,7.772445678710938e-05,3.2e-05
208,0.00023794174194335938,3.2e-05,0.00014829635620117188,6.4e-05
209,0.0011475086212158203,6.4e-05,0.00025010108947753906,9.6e-05
210,0.002251863479614258,6.4e-05,0.0003275871276855469,6.4e-05
211,2.6226043701171875e-06,0.0,0.04235529899597168,6.4e-05
212,0.00020956993103027344,3.2e-05,0.00010561943054199219,3.2e-05
213,3.933906555175781e-05,3.2e-05,3.6716461181640625e-05,3.2e-05
214,0.0012345314025878906,6.4e-05,0.00028133392333984375,9.6e-05
215,3.981590270996094e-05,3.2e-05,3.6716461181640625e-05,3.2e-05
216,0.0006053447723388672,6.4e-05,0.0002770423889160156,9.6e-05
217,6.198883056640625e-06,3.2e-05,5.4836273193359375e-06,3.2e-05
218,3.933906555175781e-05,3.2e-05,3.552436828613281e-05,3.2e-05
219,0.00026345252990722656,3.2e-05,0.00015497207641601562,6.4e-05
220,9.894371032714844e-05,3.2e-05,6.4849853515625e-05,3.2e-05
221,0.003752470016479492,6.4e-05,0.0005674362182617188,0.000128
222,0.00010037422180175781,3.2e-05,6.461143493652344e-05,3.2e-05
223,0.003781557083129883,6.4e-05,0.0007071495056152344,0.000128
224,0.014452457427978516,0.002205,0.002032756805419922,0.000731
225,4.0531158447265625e-06,0.0,0.05425763130187988,6.4e-05
226,0.003873109817504883,6.4e-05,0.0004982948303222656,0.000128
227,2.384185791015625e-06,0.0,0.04455733299255371,0.00584
228,0.3223385810852051,0.001052,0.002098560333251953,0.001154
229,0.03742861747741699,0.000988,0.0014791488647460938,0.000674
230,0.03648543357849121,0.000128,0.0012197494506835938,0.00016
231,0.009747743606567383,0.000988,0.0010406970977783203,0.000128
232,0.45072126388549805,0.001045,0.0015206336975097656,0.000706
233,0.05395364761352539,0.00093,0.001398324966430664,0.000619
234,0.19158101081848145,0.000935,0.0014445781707763672,0.000706
235,0.05370354652404785,0.000933,0.0013000965118408203,0.000674
236,0.02247929573059082,0.000128,0.0010993480682373047,0.00016
237,0.009685993194580078,0.000128,0.0009660720825195312,0.000128
238,4.2438507080078125e-05,3.2e-05,3.910064697265625e-05,3.2e-05
239,0.002211332321166992,6.4e-05,0.00048422813415527344,9.6e-05
240,0.4640922546386719,0.001124,0.0016336441040039062,0.000706
241,0.4594597816467285,0.001186,0.001664876937866211,0.000706
242,0.0009591579437255859,6.4e-05,0.00032639503479003906,9.6e-05
243,0.0003056526184082031,3.2e-05,0.00011658668518066406,6.4e-05
244,0.0003037452697753906,3.2e-05,9.250640869140625e-05,6.4e-05
245,0.0001266002655029297,3.2e-05,9.107589721679688e-05,3.2e-05
246,1.430511474609375e-06,0.0,0.048215627670288086,6.4e-05
247,8.535385131835938e-05,3.2e-05,6.818771362304688e-05,3.2e-05
248,0.00017023086547851562,3.2e-05,9.72747802734375e-05,3.2e-05
249,0.002026081085205078,6.4e-05,0.00042247772216796875,9.6e-05
250,0.00012969970703125,3.2e-05,0.00010156631469726562,3.2e-05
251,0.0011851787567138672,6.4e-05,0.0003561973571777344,9.6e-05
252,3.647804260253906e-05,3.2e-05,3.409385681152344e-05,3.2e-05
253,6.9141387939453125e-06,3.2e-05,9.298324584960938e-06,3.2e-05
254,0.0005540847778320312,6.4e-05,0.0001761913299560547,9.6e-05
255,0.00020885467529296875,3.2e-05,0.00012040138244628906,6.4e-05
256,0.0041179656982421875,6.4e-05,0.0005855560302734375,0.000128
257,0.0003097057342529297,3.2e-05,0.00011754035949707031,6.4e-05
258,0.006324052810668945,0.000128,0.0006623268127441406,0.000128
259,0.02564382553100586,0.000849,0.001146554946899414,0.00016
260,4.0531158447265625e-06,0.0,0.04923701286315918,0.000128
261,0.00634312629699707,0.003031,0.0006201267242431641,0.000128
262,2.86102294921875e-06,0.0,0.04749345779418945,0.0
263,0.48601222038269043,0.001156,0.0020494461059570312,0.001218
264,0.06011223793029785,0.000875,0.0015134811401367188,0.000674
265,0.06016707420349121,0.001045,0.0012860298156738281,0.000674
266,0.016253232955932617,0.000128,0.0011334419250488281,9.6e-05
267,0.7213311195373535,0.001186,0.0015091896057128906,0.000738
268,0.08679962158203125,0.000988,0.0014965534210205078,0.000674
269,0.30673861503601074,0.001069,0.001458883285522461,0.000706
270,0.0881807804107666,0.000816,0.0014133453369140625,0.000674
271,0.0366055965423584,0.000128,0.0011532306671142578,0.00016
272,0.015636205673217773,0.000988,0.0011570453643798828,0.000587
273,0.00024247169494628906,3.2e-05,0.00021004676818847656,3.2e-05
274,0.004747629165649414,6.4e-05,0.0009615421295166016,9.6e-05
275,0.7309243679046631,0.001131,0.0015211105346679688,0.000907
276,0.7184338569641113,0.001021,0.0015251636505126953,0.000683
277,0.0013706684112548828,6.4e-05,0.0003094673156738281,9.6e-05
278,0.0006620883941650391,0.000153,0.0002067089080810547,9.6e-05
279,0.0006663799285888672,6.4e-05,0.00019884109497070312,9.6e-05
280,0.0003228187561035156,3.2e-05,0.00011277198791503906,6.4e-05
281,2.1457672119140625e-06,0.0,0.04915595054626465,6.4e-05
282,0.00041937828063964844,3.2e-05,0.00015878677368164062,6.4e-05
283,0.00012874603271484375,3.2e-05,0.00012350082397460938,3.2e-05
284,9.751319885253906e-05,3.2e-05,6.794929504394531e-05,3.2e-05
285,0.0007460117340087891,6.4e-05,0.00020575523376464844,9.6e-05
286,4.124641418457031e-05,3.2e-05,3.552436828613281e-05,3.2e-05
287,0.0003192424774169922,3.2e-05,0.000125885009765625,6.4e-05
288,0.0007369518280029297,6.4e-05,0.00020074844360351562,9.6e-05
289,6.4373016357421875e-06,3.2e-05,5.4836273193359375e-06,3.2e-05
290,3.695487976074219e-05,3.2e-05,3.552436828613281e-05,3.2e-05
291,0.0006308555603027344,6.4e-05,0.00028443336486816406,9.6e-05
292,0.0003223419189453125,3.2e-05,0.00012183189392089844,6.4e-05
293,0.0006527900695800781,6.4e-05,0.0002868175506591797,9.6e-05
294,0.004155158996582031,6.4e-05,0.0007891654968261719,0.000128
295,1.6689300537109375e-06,0.0,0.04473471641540527,0.001463
296,0.001245260238647461,0.000192,0.0004477500915527344,9.6e-05
297,7.3909759521484375e-06,0.0,0.06327319145202637,0.0
298,0.11333537101745605,0.002372,0.0019009113311767578,0.001266
299,0.013635873794555664,0.000128,0.0021276473999023438,0.000128
300,0.013303756713867188,0.000128,0.0011243820190429688,9.6e-05
301,0.002689361572265625,6.4e-05,0.0006873607635498047,0.000128
302,0.1546330451965332,0.001122,0.0015451908111572266,0.000706
303,0.01819467544555664,0.000128,0.0013546943664550781,9.6e-05
304,0.0638880729675293,0.000926,0.0017948150634765625,0.000674
305,0.019047260284423828,0.000128,0.001107931137084961,9.6e-05
306,0.007384777069091797,0.000128,0.0010433197021484375,0.000128
307,0.0027039051055908203,6.4e-05,0.0006341934204101562,9.6e-05
